loan_id,issue_month,fico,annual_inc,dti,revol_util,emp_length_yrs,loan_amnt,term,int_rate,home_ownership,purpose,default_60d
L135930,14,561,59122.71,3.56,42.9%,4 years,11500, 36 months,18.98%,MORTGAGE,credit_card,0
L135931,16,676,"$53,444.63",14.73,40.7%,8 years,19500, 36 months,12.06%,Rent,debt_consolidation,0
L135932,16,673,"$82,496.24",18.56,94.1%,10+ years,28600, 60 months,15.03%,mortgage,debt_consolidation,0
L135933,19,754,"$127,269.51",16.97,0.0%,< 1 year,17200, 36 months,8.82%,Rent,debt_consolidation,0
L135934,4,610,,21.73,101.4%,4 years,16200, 60 months,17.12%,Rent,credit_card,1
L135935,24,526,"65,700",2.26,65.3%,< 1 year,21100, 36 months,18.85%,Rent,medical,0
L135936,21,735,109657.11,18.21,67.8%,6 years,9200, 36 months,12.04%,MORTGAGE,debt_consolidation,0
L135937,17,9999,"$65,455.79",6.24,97.3%,7 years,12000, 36 months,9.67%,OWN,debt_consolidation,0
L135938,17,9999,"$62,698.62",24.03,96.1%,3 years,34900, 36 months,16.9%,own,major_purchase,0
L135939,6,683,"$82,244.78",15.55,65.5%,8 years,20000, 36 months,12.88%,rent,debt_consolidation,1
L135940,19,774,43518.43,10.24,59.3%,7 years,1500, 60 months,9.28%,Rent,debt_consolidation,0
L135941,12,631,267103.96,7.76,64.5%,4 years,20000, 60 months,18.66%,RENT,home_improvement,0
L135942,11,696,"$64,794.35",22.78,63.2%,8 years,23200, 36 months,10.86%,MORTGAGE,home_improvement,0
L135943,3,718,"$54,589.67",17.85,58.9%,2 years,10700, 36 months,8.99%,rent,credit_card,0
L135944,16,611,"$91,318.32",22.47,69.2%,4 years,12800, 36 months,17.15%,MORTGAGE,credit_card,1
L135945,4,659,"$103,588.72",15.68,36.7%,7 years,27300, 60 months,14.45%,RENT,debt_consolidation,0
L135946,8,597,42516.04,2.59,70.1%,7 years,12900, 36 months,20.31%,mortgage,small_business,1
L135947,9,681,25475.06,29.01,24.8%,6 years,10900, 36 months,13.55%,RENT,major_purchase,0
L135948,22,646,"50,745",22.07,52.1%,7 years,23500, 36 months,15.1%,MORTGAGE,medical,0
L135949,14,701,69032.87,25.22,66.6%,5 years,11700, 36 months,13.21%,mortgage,debt_consolidation,1
L135950,4,725,"$41,323.60",5.34,2.3%,6 years,4600, 36 months,10.71%,OWN,major_purchase,0
L135951,10,766,"$59,120.42",39.61,1.5%,3 years,15900, 36 months,8.78%,RENT,debt_consolidation,0
L135952,1,818,"$56,156.91",24.36,58.8%,8 years,16100, 36 months,5.71%,own,debt_consolidation,0
L135953,20,701,"$26,425.53",37.55,8.9%,9 years,22800, 36 months,13.15%,Own,other,1
L135954,15,673,"$83,332.97",18.42,54.0%,4 years,15400, 36 months,15.83%,mortgage,debt_consolidation,0
L135955,7,669,0,20.82,39.6%,6 years,40000, 60 months,15.53%,OWN,credit_card,0
L135956,12,637,"$66,065.63",,62.8%,3 years,7500, 36 months,18.08%,mortgage,credit_card,0
L135957,16,715,72693.23,7.46,76.7%,9 years,1000, 60 months,11.49%,Mortgage,debt_consolidation,0
L135958,2,663,43190.03,21.35,18.0%,10+ years,17400, 36 months,15.87%,Mortgage,credit_card,0
L135959,5,718,"56,402",19.87,85.3%,9 years,7500, 36 months,13.27%,MORTGAGE,major_purchase,0
L135960,21,639,"83,817",,50.7%,10+ years,23200, 60 months,17.59%,OWN,debt_consolidation,0
L135961,5,664,30230.36,16.58,69.4%,10+ years,17500, 36 months,14.81%,own,credit_card,0
L135962,17,714,"$35,917.92",17.51,91.3%,9 years,11600, 60 months,10.94%,OWN,debt_consolidation,0
L135963,13,683,29350.98,30.55,62.7%,10+ years,20800, 36 months,13.35%,RENT,small_business,1
L135964,15,584,"138,977",14.5,46.6%,8 years,1600, 36 months,18.06%,Mortgage,debt_consolidation,0
L135965,22,689,"$52,126.00",16.12,49.6%,2 years,16000, 36 months,12.87%,MORTGAGE,small_business,1
L135966,5,646,"122,813",23.29,57.8%,7 years,18100, 60 months,15.53%,Own,debt_consolidation,0
L135967,23,755,"$57,696.25",21.24,70.7%,8 years,12700, 36 months,8.77%,Mortgage,credit_card,0
L135968,2,743,0,20.92,,< 1 year,18500, 36 months,9.11%,rent,major_purchase,0
L135969,20,564,110877.65,17.28,67.8%,10+ years,21300, 60 months,19.73%,RENT,credit_card,1
L135970,7,734,"$42,520.31",9.06,0.0%,8 years,16900, 36 months,11.06%,MORTGAGE,credit_card,0
L135971,13,711,63368.01,8.24,89.4%,5 years,12700, 60 months,14.26%,Mortgage,credit_card,0
L135972,8,608,"36,245",20.29,57.8%,9 years,29000, 60 months,19.35%,Mortgage,debt_consolidation,1
L135973,17,738,83366.65,13.4,76.4%,,7500, 36 months,7.75%,mortgage,debt_consolidation,0
L135974,11,620,102628.18,20.2,61.7%,8 years,26700, 60 months,17.42%,MORTGAGE,other,1
L135975,17,753,"$153,246.57",18.44,10.2%,10 years,30600, 36 months,10.55%,MORTGAGE,small_business,0
L135976,9,654,"$119,239.35",29.82,2.2%,9 years,4800, 36 months,14.47%,RENT,debt_consolidation,0
L135977,7,607,"74,338",15.04,31.2%,10+ years,18400, 60 months,19.32%,Own,small_business,0
L135978,20,807,"$71,458.63",23.38,55.9%,8 years,20700, 36 months,5.0%,RENT,home_improvement,0
L135979,23,605,"$52,933.66",8.47,,7 years,22000, 36 months,19.63%,RENT,debt_consolidation,1
L135980,4,646,"$149,020.54",22.48,79.6%,4 years,14500, 36 months,16.03%,mortgage,debt_consolidation,1
L135981,17,656,"38,870",24.24,36.8%,7 years,10000, 36 months,13.88%,mortgage,major_purchase,0
L135982,7,665,"$35,634.26",26.54,61.9%,4 years,16400, 60 months,14.53%,Mortgage,debt_consolidation,0
L135983,3,728,0,14.59,66.6%,5 years,1000, 60 months,10.31%,RENT,major_purchase,0
L135984,22,693,"$102,469.40",24.95,50.4%,8 years,12200, 60 months,14.34%,mortgage,credit_card,0
L135985,8,745,"96,904",29.96,31.9%,5 years,21200, 36 months,10.7%,Rent,credit_card,0
L135986,11,710,"$74,787.60",,44.6%,3 years,20100, 60 months,12.05%,own,credit_card,0
L135987,14,598,70018.65,19.97,37.9%,10+ years,5700, 36 months,16.07%,own,home_improvement,0
L135988,22,720,33138.73,21.81,33.0%,9 years,15200, 60 months,11.89%,own,debt_consolidation,0
L135989,2,703,68576.32,,26.0%,1 years,24000, 36 months,12.74%,OWN,major_purchase,0
L135990,19,656,110921.41,16.0,70.7%,5 years,14200, 36 months,14.05%,mortgage,medical,0
L135991,6,804,,13.76,96.0%,4 years,18200, 36 months,6.02%,RENT,debt_consolidation,0
L135992,22,9999,"$32,523.34",19.98,55.0%,1 years,3100, 36 months,10.86%,RENT,debt_consolidation,0
L135993,24,742,69964.29,12.72,60.3%,4 years,7500, 36 months,12.57%,rent,debt_consolidation,0
L135994,10,744,"$87,825.52",10.17,47.1%,5 years,16500, 36 months,9.59%,RENT,debt_consolidation,1
L135995,11,667,90027.95,,44.8%,4 years,20600, 36 months,14.9%,Own,debt_consolidation,0
L135996,5,725,0,22.23,27.4%,3 years,28500, 36 months,11.1%,RENT,debt_consolidation,0
L135997,2,707,64875.75,9.67,,9 years,22700, 36 months,13.62%,rent,debt_consolidation,0
L135998,2,659,"26,146",8.49,56.7%,2 years,5700, 60 months,13.49%,rent,debt_consolidation,0
L135999,17,623,"$77,502.92",0.0,63.4%,7 years,15100, 60 months,16.06%,OWN,credit_card,0
L136000,13,691,"$108,473.51",10.26,46.8%,9 years,7200, 60 months,12.83%,mortgage,major_purchase,0
L136001,20,722,"43,878",7.97,8.8%,6 years,9000, 36 months,10.82%,RENT,debt_consolidation,0
L136002,5,9999,55905.37,17.75,31.8%,6 years,12800, 60 months,12.56%,rent,other,0
L136003,18,680,20164.24,16.15,62.4%,3 years,8700, 60 months,14.86%,OWN,home_improvement,0
L136004,20,692,"$52,052.87",7.13,58.8%,8 years,6100, 36 months,15.0%,own,credit_card,0
L136005,14,9999,"$133,103.01",,53.3%,< 1 year,20400, 36 months,14.98%,MORTGAGE,debt_consolidation,1
L136006,13,775,47943.67,7.25,,8 years,8200, 36 months,6.23%,own,small_business,0
L136007,17,705,35311.13,24.13,23.6%,7 years,22000, 36 months,10.04%,MORTGAGE,credit_card,0
L136008,2,663,"$159,539.21",10.38,74.7%,n/a,22700, 36 months,13.97%,MORTGAGE,credit_card,0
L136009,23,591,"$81,429.77",25.4,97.4%,2 years,21700, 36 months,19.83%,MORTGAGE,debt_consolidation,0
L136010,12,679,"75,965",12.15,79.1%,1 years,15800, 36 months,11.55%,Mortgage,major_purchase,0
L136011,22,658,64726.96,12.11,44.7%,10+ years,19000, 36 months,11.54%,Mortgage,debt_consolidation,0
L136012,19,656,"$42,737.83",28.1,84.8%,1 years,8000, 36 months,14.66%,Mortgage,other,0
L136013,12,742,"$52,484.71",8.66,62.4%,n/a,16300, 36 months,8.85%,rent,debt_consolidation,0
L136014,19,694,"137,404",27.29,49.4%,3 years,15300, 36 months,14.19%,mortgage,debt_consolidation,0
L136015,18,597,42476.61,15.41,67.1%,8 years,5900, 36 months,19.85%,RENT,medical,1
L136016,8,724,"118,500",11.33,85.9%,6 years,13400, 36 months,9.81%,Mortgage,home_improvement,0
L136017,8,603,"$71,292.47",18.89,0.0%,6 years,22800, 36 months,18.76%,rent,small_business,0
L136018,18,728,"$71,482.55",21.46,2.1%,6 years,15300, 60 months,8.76%,mortgage,medical,0
L136019,14,9999,"$25,975.84",9.13,14.3%,4 years,10200, 60 months,15.03%,own,debt_consolidation,0
L136020,12,695,"$74,054.83",17.69,,10+ years,17900, 60 months,14.1%,RENT,debt_consolidation,0
L136021,5,689,57973.28,20.28,63.8%,10+ years,4600, 36 months,9.68%,mortgage,home_improvement,1
L136022,22,682,"$26,726.95",9.18,88.3%,10+ years,14700, 36 months,14.42%,Mortgage,debt_consolidation,0
L136023,7,9999,"$61,136.31",,21.7%,3 years,17100, 36 months,14.54%,Mortgage,credit_card,0
L136024,7,695,48396.85,23.94,87.7%,4 years,5700, 36 months,12.21%,Mortgage,debt_consolidation,0
L136025,15,9999,"68,354",20.28,40.9%,3 years,26400, 60 months,8.2%,RENT,major_purchase,0
L136026,6,702,"$39,068.61",20.28,70.2%,7 years,20500, 36 months,10.01%,mortgage,credit_card,0
L136027,14,704,"$36,041.93",18.92,45.9%,7 years,15400, 36 months,12.65%,MORTGAGE,debt_consolidation,0
L136028,4,651,"$62,785.48",,18.5%,< 1 year,19100, 60 months,16.34%,OWN,credit_card,0
L136029,4,711,"$49,135.58",19.05,80.2%,5 years,3400, 60 months,11.02%,own,debt_consolidation,0
L136030,11,634,50577.35,31.34,30.0%,,9200, 60 months,14.86%,Own,medical,0
L136031,15,753,"$32,525.46",0.0,16.0%,10+ years,38100, 36 months,10.03%,Rent,home_improvement,0
L136032,18,608,"$58,181.52",9.95,80.7%,3 years,24100, 60 months,19.31%,rent,debt_consolidation,0
L136033,1,644,"82,497",11.7,66.6%,3 years,1000, 36 months,14.63%,MORTGAGE,credit_card,1
L136034,23,600,68683.45,10.2,85.5%,6 years,25700, 36 months,17.73%,own,credit_card,0
L136035,11,713,"49,797",8.77,90.6%,5 years,19300, 36 months,11.21%,MORTGAGE,small_business,0
L136036,12,667,26347.81,19.04,66.1%,10+ years,16200, 36 months,12.15%,mortgage,debt_consolidation,0
L136037,19,728,39106.28,27.67,21.8%,10 years,15300, 36 months,9.71%,Rent,medical,0
L136038,23,636,"$41,268.84",15.07,15.8%,10+ years,10100, 36 months,17.31%,RENT,medical,0
L136039,9,719,"$91,078.04",30.85,29.0%,2 years,1000, 36 months,9.97%,Mortgage,credit_card,0
L136040,18,722,"89,437",32.88,93.8%,,10200, 36 months,11.98%,mortgage,credit_card,1
L136041,8,702,"69,959",24.6,61.5%,6 years,26000, 36 months,11.88%,Rent,debt_consolidation,1
L136042,12,692,"$50,345.16",,43.9%,< 1 year,9800, 36 months,13.36%,mortgage,debt_consolidation,0
L136043,10,698,"$114,884.82",7.11,73.5%,9 years,18500, 60 months,9.15%,own,home_improvement,0
L136044,16,640,"82,001",19.57,68.8%,7 years,25600, 60 months,14.9%,Rent,debt_consolidation,0
L136045,5,631,"$21,210.36",23.51,53.4%,10+ years,19900, 36 months,16.5%,mortgage,debt_consolidation,0
L136046,17,720,"132,060",21.66,71.5%,10 years,9700, 36 months,11.22%,rent,debt_consolidation,0
L136047,11,670,"$55,202.68",31.05,22.8%,9 years,3400, 60 months,15.61%,Rent,debt_consolidation,0
L136048,14,715,95822.27,36.63,114.0%,6 years,8100, 36 months,11.58%,Mortgage,debt_consolidation,1
L136049,4,775,75756.36,,0.0%,8 years,23100, 36 months,9.07%,mortgage,credit_card,0
L136050,8,665,"$31,410.92",,28.3%,10+ years,18000, 36 months,11.84%,RENT,major_purchase,0
L136051,3,657,47397.02,13.03,34.0%,7 years,19200, 36 months,14.08%,MORTGAGE,home_improvement,0
L136052,14,672,"$22,852.94",11.22,,,24300, 60 months,15.0%,own,medical,0
L136053,24,692,40659.73,26.86,45.6%,6 years,7000, 60 months,13.49%,RENT,debt_consolidation,0
L136054,8,724,"$64,275.49",13.91,78.1%,10+ years,3100, 36 months,9.96%,Rent,home_improvement,0
L136055,19,688,"61,958",14.27,61.5%,9 years,7500, 36 months,13.24%,Rent,other,0
L136056,19,804,"42,831",14.06,43.1%,9 years,21300, 60 months,10.1%,Own,credit_card,0
L136057,20,713,"$52,760.04",20.65,79.0%,7 years,5700, 60 months,12.39%,RENT,medical,0
L136058,13,733,63263.63,12.62,39.1%,7 years,11200, 60 months,11.28%,MORTGAGE,credit_card,0
L136059,6,688,83760.93,29.73,50.3%,10+ years,12900, 36 months,13.71%,Own,debt_consolidation,0
L136060,14,746,43773.59,7.51,32.5%,5 years,24900, 36 months,7.68%,Mortgage,small_business,0
L136061,22,679,"55,534",29.36,12.2%,4 years,20400, 36 months,13.39%,rent,credit_card,0
L136062,1,655,"$31,984.88",11.03,44.7%,4 years,8700, 36 months,14.06%,MORTGAGE,debt_consolidation,0
L136063,15,740,"$32,556.08",7.58,57.9%,8 years,21200, 36 months,9.45%,Own,medical,0
L136064,9,687,105351.01,20.97,,2 years,18100, 36 months,11.69%,MORTGAGE,medical,0
L136065,15,703,"$128,611.84",23.0,42.7%,6 years,6700, 36 months,10.68%,Rent,home_improvement,0
L136066,11,744,"$66,351.40",19.86,,3 years,24900, 36 months,9.18%,Mortgage,home_improvement,1
L136067,1,698,"$50,886.48",19.83,34.1%,7 years,6100, 36 months,11.2%,Mortgage,debt_consolidation,0
L136068,16,682,"$47,312.38",21.49,8.6%,< 1 year,11700, 36 months,10.08%,rent,medical,0
L136069,17,661,"110,231",17.57,31.9%,4 years,20600, 36 months,14.97%,MORTGAGE,debt_consolidation,0
L136070,8,748,8569.19,11.5,35.1%,8 years,9800, 36 months,8.36%,Own,debt_consolidation,0
L136071,24,671,"$186,640.82",9.43,76.4%,10+ years,22100, 36 months,12.44%,MORTGAGE,major_purchase,0
L136072,6,687,"62,344",21.07,45.1%,8 years,22700, 36 months,11.53%,MORTGAGE,debt_consolidation,0
L136073,2,706,16781.88,,47.1%,< 1 year,12700, 36 months,11.58%,MORTGAGE,debt_consolidation,0
L136074,24,706,"$204,900.49",24.89,80.4%,2 years,19700, 36 months,10.04%,Mortgage,debt_consolidation,0
L136075,15,746,"$18,000.43",12.67,70.2%,8 years,31400, 36 months,9.42%,MORTGAGE,debt_consolidation,0
L136076,13,686,19371.24,26.74,67.6%,7 years,13500, 36 months,14.15%,Mortgage,debt_consolidation,0
L136077,14,766,"38,248",32.99,81.7%,10+ years,11600, 36 months,7.59%,MORTGAGE,credit_card,1
L136078,19,676,"$55,334.55",17.59,21.3%,10+ years,21100, 36 months,12.77%,Mortgage,credit_card,0
L136079,20,710,"$109,174.82",6.0,0.0%,7 years,8900, 36 months,13.08%,rent,credit_card,0
L136080,10,680,"$50,391.55",,53.7%,3 years,8200, 36 months,18.29%,own,debt_consolidation,0
L136081,20,9999,"$40,023.99",13.43,38.8%,10+ years,12800, 36 months,5.0%,mortgage,credit_card,0
L136082,17,671,"51,325",1.89,80.4%,1 years,5500, 60 months,14.29%,rent,medical,0
L136083,8,676,51186.15,18.84,48.3%,4 years,4700, 60 months,16.53%,Own,medical,0
L136084,18,696,122949.14,21.19,104.6%,7 years,17400, 36 months,13.32%,MORTGAGE,debt_consolidation,0
L136085,19,675,101475.45,20.65,85.9%,6 years,14600, 36 months,14.77%,MORTGAGE,credit_card,0
L136086,19,707,"44,270",6.6,71.5%,7 years,17000, 36 months,10.12%,MORTGAGE,credit_card,0
L136087,14,758,N/A,2.29,81.6%,8 years,18800, 60 months,9.14%,mortgage,debt_consolidation,0
L136088,10,698,23631.78,23.49,27.0%,5 years,5000, 60 months,12.92%,Rent,debt_consolidation,1
L136089,8,700,"$82,118.05",35.4,30.8%,4 years,16900, 36 months,11.63%,mortgage,debt_consolidation,1
L136090,1,677,58348.47,29.35,22.7%,2 years,19500, 36 months,13.36%,Mortgage,debt_consolidation,0
L136091,14,662,72684.62,17.77,43.8%,10+ years,28700, 36 months,14.7%,Rent,small_business,0
L136092,12,695,"$82,120.57",11.0,10.7%,4 years,23500, 60 months,11.59%,MORTGAGE,debt_consolidation,0
L136093,16,690,"$130,363.28",13.44,,3 years,1000, 36 months,9.55%,Mortgage,credit_card,0
L136094,8,755,"$49,274.92",22.02,37.6%,2 years,13900, 36 months,10.53%,mortgage,medical,0
L136095,12,637,"61,515",13.42,0.0%,< 1 year,19700, 36 months,16.09%,own,debt_consolidation,0
L136096,19,770,"$131,032.43",15.18,46.2%,9 years,12800, 36 months,10.95%,MORTGAGE,credit_card,0
L136097,17,682,"$54,896.56",17.5,11.2%,10+ years,19100, 36 months,10.44%,MORTGAGE,debt_consolidation,0
L136098,1,698,57231.08,27.39,38.1%,6 years,25300, 60 months,12.48%,RENT,major_purchase,0
L136099,2,631,"$224,081.81",28.55,4.0%,8 years,1000, 60 months,16.03%,own,debt_consolidation,0
L136100,16,9999,58540.38,29.63,81.1%,6 years,16000, 36 months,12.56%,RENT,credit_card,0
L136101,16,637,"$142,578.05",7.73,79.7%,,1000, 36 months,15.41%,RENT,debt_consolidation,0
L136102,23,711,"$45,282.14",15.79,26.5%,3 years,11600, 36 months,9.74%,Own,home_improvement,0
L136103,17,705,47712.44,21.21,49.2%,< 1 year,22200, 60 months,15.05%,mortgage,debt_consolidation,0
L136104,6,672,"$21,959.08",13.58,90.4%,3 years,22700, 36 months,14.65%,mortgage,small_business,0
L136105,19,576,"$81,294.54",13.27,91.5%,10+ years,17400, 36 months,19.87%,mortgage,debt_consolidation,1
L136106,3,809,"85,698",30.4,42.1%,6 years,12900, 60 months,5.0%,OWN,credit_card,0
L136107,2,632,"$62,611.17",36.99,28.4%,2 years,23500, 36 months,13.4%,RENT,other,0
L136108,19,705,"$75,304.47",10.78,101.4%,n/a,26000, 60 months,11.49%,MORTGAGE,debt_consolidation,0
L136109,12,650,"$92,737.82",11.28,22.0%,5 years,11900, 36 months,15.79%,mortgage,medical,0
L136110,20,748,N/A,9.1,70.9%,8 years,7300, 60 months,8.5%,Own,credit_card,0
L136111,13,669,62009.93,15.54,42.7%,7 years,14700, 60 months,13.87%,Own,major_purchase,0
L136112,17,649,137228.74,31.75,41.9%,< 1 year,7200, 36 months,16.26%,mortgage,debt_consolidation,0
L136113,20,723,"$51,977.84",12.54,34.4%,8 years,18500, 36 months,9.51%,mortgage,debt_consolidation,0
L136114,4,620,30093.09,19.59,60.8%,,29100, 60 months,15.17%,Own,major_purchase,1
L136115,20,667,"$102,833.43",37.51,52.0%,9 years,17500, 36 months,13.53%,Mortgage,debt_consolidation,0
L136116,2,728,"$64,486.77",21.26,16.9%,10+ years,20400, 36 months,9.44%,RENT,other,0
L136117,8,773,59064.3,25.68,51.0%,6 years,19000, 36 months,8.0%,rent,debt_consolidation,1
L136118,7,637,"48,848",13.69,33.6%,,11000, 36 months,15.37%,mortgage,small_business,0
L136119,1,656,"94,861",15.97,48.7%,9 years,12800, 36 months,16.61%,rent,home_improvement,0
L136120,10,709,"$45,477.58",23.1,,< 1 year,16300, 60 months,13.62%,RENT,medical,0
L136121,15,580,"$123,376.71",26.49,39.4%,,14300, 36 months,18.9%,RENT,major_purchase,0
L136122,8,765,"62,466",6.17,44.3%,n/a,13900, 36 months,9.15%,OWN,credit_card,0
L136123,5,635,N/A,20.25,34.2%,6 years,1000, 36 months,14.9%,MORTGAGE,other,0
L136124,22,666,93722.17,14.96,62.2%,5 years,13400, 60 months,15.99%,OWN,credit_card,0
L136125,6,704,33170.55,4.95,49.5%,10+ years,20300, 36 months,8.89%,Own,debt_consolidation,0
L136126,21,693,"$76,028.71",14.1,62.0%,6 years,22200, 60 months,13.11%,MORTGAGE,credit_card,0
L136127,3,637,"$52,356.92",21.25,54.1%,10 years,14400, 36 months,17.19%,RENT,debt_consolidation,1
L136128,22,785,,19.22,,3 years,10900, 36 months,6.25%,RENT,credit_card,0
L136129,22,548,58092.62,25.82,,10+ years,18000, 36 months,21.35%,RENT,credit_card,1
L136130,17,628,"23,357",22.36,54.2%,6 years,7000, 36 months,15.99%,rent,home_improvement,0
L136131,9,655,"$88,898.60",10.67,56.3%,,14600, 36 months,14.99%,mortgage,debt_consolidation,1
L136132,9,638,"$19,613.11",12.21,94.6%,6 years,3000, 36 months,14.94%,mortgage,debt_consolidation,1
L136133,16,757,"$64,266.07",26.14,84.5%,< 1 year,23400, 36 months,10.18%,RENT,home_improvement,0
L136134,10,599,"154,428",23.51,86.4%,7 years,1000, 60 months,21.37%,Rent,credit_card,1
L136135,12,776,"$120,638.36",25.08,51.8%,9 years,3300, 36 months,6.83%,RENT,major_purchase,0
L136136,11,675,73215.51,15.61,,4 years,13300, 36 months,9.07%,rent,credit_card,0
L136137,8,615,"46,367",31.02,49.5%,5 years,10200, 36 months,15.83%,Rent,major_purchase,0
L136138,5,574,"$58,025.21",18.06,69.0%,4 years,18000, 36 months,16.06%,mortgage,home_improvement,0
L136139,10,678,101284.38,39.84,50.9%,3 years,18400, 36 months,11.93%,rent,credit_card,0
L136140,7,651,"$40,351.90",19.34,48.9%,10+ years,9300, 36 months,16.53%,Rent,debt_consolidation,1
L136141,11,703,"$73,792.58",21.13,43.1%,6 years,9800, 36 months,12.58%,MORTGAGE,credit_card,0
L136142,15,9999,"$39,127.41",29.43,58.1%,< 1 year,10800, 36 months,13.94%,Own,credit_card,1
L136143,19,743,"$52,011.70",11.05,75.4%,8 years,13100, 36 months,8.72%,Mortgage,credit_card,1
L136144,7,682,47290.15,18.4,,1 years,7500, 60 months,14.54%,Mortgage,credit_card,0
L136145,20,667,"$73,654.18",11.04,37.2%,7 years,15300, 36 months,11.89%,MORTGAGE,home_improvement,1
L136146,24,744,"78,769",19.07,50.8%,6 years,7000, 36 months,9.77%,MORTGAGE,credit_card,0
L136147,24,703,"$175,738.25",6.34,25.8%,5 years,18100, 36 months,14.07%,RENT,debt_consolidation,0
L136148,17,733,"$55,473.64",29.14,41.7%,4 years,12600, 36 months,6.01%,rent,debt_consolidation,0
L136149,2,753,70358.64,24.69,35.9%,,22600, 60 months,9.71%,Own,credit_card,0
L136150,1,674,"$107,750.84",15.98,20.0%,,21400, 36 months,12.3%,rent,debt_consolidation,0
L136151,1,692,"$59,128.70",22.29,45.1%,5 years,13400, 36 months,14.54%,mortgage,debt_consolidation,0
L136152,9,736,"62,861",21.93,95.1%,10 years,7200, 60 months,10.65%,Rent,debt_consolidation,0
L136153,14,555,"$81,197.03",23.91,50.8%,2 years,10300, 36 months,19.05%,mortgage,debt_consolidation,1
L136154,16,684,"$42,692.67",10.71,76.0%,,14800, 36 months,11.73%,RENT,debt_consolidation,0
L136155,12,678,"$66,201.24",22.65,52.8%,< 1 year,8000, 36 months,13.77%,Mortgage,major_purchase,0
L136156,13,711,39910.91,10.56,44.5%,4 years,13900, 60 months,12.31%,RENT,credit_card,0
L136157,14,646,51054.95,26.33,82.8%,4 years,6000, 60 months,17.44%,Mortgage,debt_consolidation,0
L136158,16,750,,21.86,92.2%,8 years,8100, 36 months,11.37%,rent,credit_card,0
L136159,21,649,55702.66,14.26,23.9%,< 1 year,1000, 60 months,15.52%,MORTGAGE,credit_card,0
L136160,12,665,66894.14,29.65,84.0%,< 1 year,18300, 60 months,15.83%,Mortgage,debt_consolidation,1
L136161,19,653,15944.33,29.37,58.3%,10+ years,22400, 36 months,15.58%,Rent,major_purchase,0
L136162,1,758,,12.9,22.8%,2 years,22000, 60 months,7.46%,Mortgage,debt_consolidation,0
L136163,8,575,"160,812",9.88,43.5%,< 1 year,1000, 36 months,16.88%,own,small_business,0
L136164,4,788,"$39,173.59",10.83,50.5%,4 years,31400, 36 months,5.87%,MORTGAGE,small_business,0
L136165,23,771,"$102,949.14",19.4,70.2%,,23000, 36 months,8.21%,mortgage,debt_consolidation,0
L136166,1,659,"$43,916.34",13.47,63.9%,< 1 year,28600, 36 months,13.08%,MORTGAGE,debt_consolidation,0
L136167,2,746,26166.87,,44.0%,10+ years,22800, 60 months,14.02%,mortgage,credit_card,0
L136168,7,697,"$48,109.90",26.74,70.4%,10+ years,19900, 36 months,10.29%,Mortgage,other,0
L136169,23,781,42546.71,32.02,37.8%,9 years,9300, 60 months,7.92%,RENT,small_business,0
L136170,13,742,"63,428",6.06,42.4%,10+ years,1000, 36 months,9.9%,rent,credit_card,0
L136171,18,811,"$51,464.77",0.0,100.2%,3 years,14700, 60 months,7.92%,rent,debt_consolidation,0
L136172,19,604,"$36,341.01",15.81,12.9%,10+ years,15000, 36 months,17.42%,rent,debt_consolidation,0
L136173,17,701,"$78,147.72",8.4,73.1%,< 1 year,21000, 36 months,11.13%,OWN,small_business,1
L136174,14,595,107664.14,12.79,25.2%,,7600, 36 months,16.74%,Rent,credit_card,0
L136175,21,661,"$82,844.57",16.62,62.4%,10+ years,33000, 36 months,13.0%,MORTGAGE,home_improvement,0
L136176,16,814,0,24.51,55.1%,7 years,6000, 60 months,5.0%,Rent,debt_consolidation,0
L136177,1,716,N/A,18.65,36.8%,10+ years,17000, 36 months,12.67%,rent,home_improvement,0
L136178,22,744,"$80,238.22",13.27,50.8%,10+ years,13200, 36 months,7.8%,Rent,major_purchase,0
L136179,9,718,45468.79,19.86,28.9%,7 years,6500, 60 months,13.31%,Mortgage,credit_card,0
L136180,1,715,"$91,190.28",17.58,65.8%,< 1 year,29900, 36 months,10.44%,rent,credit_card,0
L136181,6,661,"$31,549.54",15.42,70.8%,8 years,20600, 36 months,13.89%,Mortgage,major_purchase,0
L136182,4,651,"$25,025.93",10.06,83.3%,8 years,9500, 36 months,14.86%,Mortgage,debt_consolidation,1
L136183,24,660,"81,374",14.84,94.7%,8 years,26700, 36 months,15.81%,Mortgage,debt_consolidation,0
L136184,22,540,"$35,009.64",22.56,44.9%,4 years,9500, 36 months,22.01%,mortgage,home_improvement,1
L136185,11,9999,"$41,036.52",22.7,37.5%,5 years,1000, 36 months,12.23%,MORTGAGE,small_business,0
L136186,10,703,"$35,634.24",9.55,38.6%,1 years,8100, 36 months,7.87%,Mortgage,debt_consolidation,0
L136187,6,656,80679.97,,85.6%,8 years,13400, 60 months,14.9%,OWN,debt_consolidation,1
L136188,6,683,40185.97,10.48,41.4%,6 years,13500, 60 months,13.99%,mortgage,credit_card,0
L136189,21,719,119976.21,24.74,65.6%,10+ years,18400, 36 months,10.51%,Rent,home_improvement,0
L136190,10,739,"87,909",18.53,,< 1 year,15500, 36 months,9.05%,Mortgage,debt_consolidation,0
L136191,24,624,"68,335",11.04,50.9%,1 years,25800, 60 months,15.96%,own,medical,0
